zip,county_id
94708,1
94709,1
94710,1
94712,1
94720,1
94801,7
94802,7
94803,7
94804,7
94805,7
94806,7
94807,7
94808,7
94820,7
94850,7
94901,21
94903,21
94904,21
94912,21
94913,21
94914,21
94915,21
94920,21
94922,49
94923,49
94924,21
94925,21
94926,49
94927,49
94928,49
94929,21
94930,21
94931,49
94933,21
94937,21
94938,21
94939,21
94940,21
94941,21
94942,21
94945,21
94946,21
94947,21
94948,21
94949,21
94950,21
94951,49
94952,49
94953,49
94954,49
94955,49
94956,21
94957,21
94960,21
94963,21
94964,21
94965,21
94966,21
94970,21
94971,21
94972,49
94973,21
94974,21
94975,49
94976,21
94977,21
94978,21
94979,21
94998,21
94999,49
95001,44
95002,43
95003,44
95004,27
95005,44
95006,44
95007,44
95008,43
95009,43
95010,44
95011,43
95012,27
95013,43
95014,43
95015,43
95017,44
95018,44
95019,44
95020,43
95021,43
95023,35
95024,35
95026,43
95030,43
95031,43
95032,43
95033,44
95035,43
95036,43
95037,43
95038,43
95039,27
95041,44
95042,43
95043,35
95044,43
95045,35
95046,43
95050,43
95051,43
95052,43
95053,43
95054,43
95055,43
95056,43
95060,44
95061,44
95062,44
95063,44
95064,44
95065,44
95066,44
95067,44
95070,43
95071,43
95073,44
95075,35
95076,44
95077,44
95101,43
95103,43
95106,43
95108,43
95109,43
95110,43
95111,43
95112,43
95113,43
95115,43
95116,43
95117,43
95118,43
95119,43
95120,43
95121,43
95122,43
95123,43
95124,43
95125,43
95126,43
95127,43
95128,43
95129,43
95130,43
95131,43
95132,43
95133,43
95134,43
95135,43
95136,43
95138,43
95139,43
95140,43
95141,43
95148,43
95150,43
95151,43
95152,43
95153,43
95154,43
95155,43
95156,43
95157,43
95158,43
95159,43
95160,43
95161,43
95164,43
95170,43
95172,43
95173,43
95190,43
95191,43
95192,43
95193,43
95194,43
95196,43
95201,39
95202,39
95203,39
95204,39
95205,39
95206,39
95207,39
95208,39
95209,39
95210,39
95211,39
95212,39
95213,39
95215,39
95219,39
95220,39
95221,5
95222,5
95223,5
95224,5
95225,5
95226,5
95227,39
95228,5
95229,5
95230,39
95231,39
95232,5
95233,5
95234,39
95236,39
95237,39
95240,39
95241,39
95242,39
95245,5
95246,5
95247,5
95248,5
95249,5
95250,5
95251,5
95252,5
95253,39
95254,5
95255,5
95257,5
95258,39
95267,39
95269,39
95296,39
95297,39
95301,24
95303,24
95304,39
95305,55
95306,22
95307,50
95309,55
95310,55
95311,22
95312,24
95313,50
95314,55
95315,24
95316,50
95317,24
95318,22
95319,50
95320,39
95321,55
95322,24
95323,50
95324,24
95325,22
95326,50
95327,55
95328,50
95329,55
95330,39
95333,24
95334,24
95335,55
95336,39
95337,39
95338,22
95340,24
95341,24
95343,24
95344,24
95345,22
95346,55
95347,55
95348,24
95350,50
95351,50
95352,50
95353,50
